J1;J2;J3;J4;J5;J6;J7;J8;J9;J10;J11;J12;J13;W/L;Prob_Acumulada
0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;1.0;1.0;0.0002500470000000002
0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;1.0;1.0;0.0013613670000000003
0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;1.0;1.0;0.00025004700000000015
0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;1.0;1.0;0.0013613670000000003
0.30000000000000004;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;1.0;1.0;0.0002500470000000002
0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;7.501410000000006e-05
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0004084101000000002
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;7.501410000000006e-05
0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0004084101000000002
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;7.501410000000006e-05
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.012106082099999995
0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.012106082099999995
0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.012106082099999995
0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0004084101000000002
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;7.501410000000006e-05
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.012106082099999995
0.7;0.7;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;7.501410000000006e-05
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0004084101000000002
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;7.501410000000006e-05
0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;0.7;1.0;1.0;1.0;1.0;0.00040841010000000014
0.30000000000000004;0.30000000000000004;0.7;0.7;0.7;0.7;0.30000000000000004;0.7;0.7;0.7;1.0;1.0;1.0;1.0;0.0022235660999999998
0.30000000000000004;0.30000000000000004;0.7;0.7;0.30000000000000004;0.30000000000000004;0.7;0.30000000000000004;0.30000000000000004;0.30000000000000004;1.0;1.0;1.0;0.0;0.0
